account_id,customer_class,state,bill_month,billing_days,meter_prev_read,meter_curr_read,kwh_usage,rate_per_kwh,fixed_charge,billed_amount,read_type,is_anomaly,anomaly_type
ACC00784,RES,FL,2024-12,31,49069,50048,979.6,0.1454,12.0,166.15,ACTUAL,0,
ACC00784,RES,FL,2025-01,31,50048,50992,944.4,0.1454,12.0,160.61,ACTUAL,0,
ACC00784,RES,FL,2025-02,28,50992,51998,1006.6,0.1454,12.0,170.4,ACTUAL,0,
ACC00784,RES,FL,2025-03,31,51998,52843,845.4,0.1454,12.0,145.03,ACTUAL,0,
ACC00784,RES,FL,2025-04,30,52843,53644,801.8,0.1454,12.0,138.17,ACTUAL,0,
ACC00784,RES,FL,2025-05,31,53644,54681,1037.2,0.1454,12.0,175.21,ACTUAL,0,
ACC00784,RES,FL,2025-06,30,54681,56005,1324.5,0.1454,12.0,220.42,ACTUAL,0,
ACC00784,RES,FL,2025-07,31,56005,57552,1547.4,0.1454,12.0,255.5,ACTUAL,0,
ACC00784,RES,FL,2025-08,31,57552,59004,1452.5,0.1454,12.0,240.57,ACTUAL,0,
ACC00784,RES,FL,2025-09,30,59004,60051,1047.9,0.1454,12.0,176.89,ACTUAL,0,
ACC00784,RES,FL,2025-10,31,60051,61179,1128.5,0.1454,12.0,189.58,ACTUAL,0,
ACC00784,RES,FL,2025-11,30,61179,61966,787.7,0.1454,12.0,135.96,ACTUAL,0,
ACC00784,RES,FL,2025-12,31,61966,62979,1013.6,0.1454,12.0,171.5,ACTUAL,0,
ACC00784,RES,FL,2026-01,31,62979,64143,1164.6,0.1454,12.0,195.27,ACTUAL,0,
ACC00784,RES,FL,2026-02,28,64143,65115,972.6,0.1454,12.0,165.05,ACTUAL,0,
ACC00784,RES,FL,2026-03,31,65115,66030,915.4,0.1454,12.0,156.05,ACTUAL,0,
ACC00784,RES,FL,2026-04,30,66030,66933,903.8,0.1454,12.0,154.22,ACTUAL,0,
ACC00784,RES,FL,2026-05,31,66933,67932,999.7,0.1454,12.0,169.31,ACTUAL,0,
ACC00784,RES,FL,2026-06,30,67932,69395,1463.9,0.1454,12.0,242.36,ACTUAL,0,
ACC00785,RES,IL,2024-07,31,49134,50771,1637.4,0.1512,12.0,279.23,ACTUAL,0,
ACC00785,RES,IL,2024-08,31,50771,52392,1621.5,0.1512,12.0,276.64,ACTUAL,0,
ACC00785,RES,IL,2024-09,30,52392,53945,1553.8,0.1512,12.0,265.59,ACTUAL,0,
ACC00785,RES,IL,2024-10,31,53945,55600,1655.7,0.1512,12.0,282.22,ACTUAL,0,
ACC00785,RES,IL,2024-11,30,55600,56983,1383.3,0.1512,12.0,237.76,ACTUAL,0,
ACC00785,RES,IL,2024-12,31,56983,58576,1593.0,0.1512,12.0,271.99,ACTUAL,0,
ACC00785,RES,IL,2025-01,31,58576,60304,1728.5,0.1512,12.0,294.1,ACTUAL,0,
ACC00785,RES,IL,2025-02,28,60304,61934,1630.6,0.1512,12.0,278.12,ACTUAL,0,
ACC00785,RES,IL,2025-03,31,61934,63472,1538.2,0.1512,12.0,263.05,ACTUAL,0,
ACC00785,RES,IL,2025-04,30,63472,64986,1514.0,0.1512,12.0,259.1,ACTUAL,0,
ACC00785,RES,IL,2025-05,31,64986,66434,1448.5,0.1512,12.0,248.41,ACTUAL,0,
ACC00785,RES,IL,2025-06,30,66434,67958,1524.8,0.1512,12.0,260.85,ACTUAL,0,
ACC00785,RES,IL,2025-07,31,67958,69734,1776.5,0.1512,12.0,301.93,ACTUAL,0,
ACC00785,RES,IL,2025-08,31,69734,71444,1710.1,0.1512,12.0,291.09,ACTUAL,0,
ACC00785,RES,IL,2025-09,30,71444,73361,1917.5,0.1512,12.0,324.95,ACTUAL,0,
ACC00785,RES,IL,2025-10,31,73361,73361,0.0,0.1512,12.0,12.0,ACTUAL,1,ZERO_USAGE_TAMPER
ACC00785,RES,IL,2025-11,30,74752,76258,1506.3,0.1512,12.0,257.83,ACTUAL,0,
ACC00785,RES,IL,2025-12,31,76258,77613,1355.1,0.2839,12.0,412.92,ACTUAL,1,WRONG_RATE
ACC00785,RES,IL,2026-01,31,77613,79222,1609.0,0.1512,12.0,274.6,ACTUAL,0,
ACC00785,RES,IL,2026-02,28,79222,80721,1499.7,0.1512,12.0,256.76,ACTUAL,0,
ACC00785,RES,IL,2026-03,31,80721,82220,1499.3,0.1512,12.0,256.69,ACTUAL,0,
ACC00785,RES,IL,2026-04,30,82220,83656,1436.1,0.1512,12.0,246.38,ACTUAL,0,
ACC00785,RES,IL,2026-05,31,83656,85229,1573.9,0.1512,12.0,268.87,ACTUAL,0,
ACC00785,RES,IL,2026-06,30,85229,86981,1752.0,0.1512,12.0,297.94,ACTUAL,0,
ACC00786,RES,TX,2024-07,31,10235,11826,1591.6,0.1517,12.0,272.49,ACTUAL,0,
ACC00786,RES,TX,2024-08,31,11826,13306,1480.3,0.1517,12.0,254.29,ACTUAL,0,
ACC00786,RES,TX,2024-09,30,13306,14561,1255.7,0.1517,12.0,217.53,ACTUAL,0,
ACC00786,RES,TX,2024-10,31,14561,15681,1120.3,0.1517,12.0,195.36,ACTUAL,0,
ACC00786,RES,TX,2024-11,30,15681,16706,1025.1,0.1517,12.0,179.79,ACTUAL,0,
ACC00786,RES,TX,2024-12,31,16706,17777,1071.3,0.1517,12.0,187.35,ACTUAL,1,DUPLICATE_BILL
ACC00786,RES,TX,2024-12,31,16706,17777,1071.3,0.1517,12.0,187.35,ACTUAL,1,DUPLICATE_BILL
ACC00786,RES,TX,2025-01,31,17777,18811,1034.0,0.1517,12.0,181.24,ACTUAL,0,
ACC00786,RES,TX,2025-02,28,18811,19972,1161.8,0.1517,12.0,202.15,ACTUAL,0,
ACC00786,RES,TX,2025-03,31,19972,20827,855.6,0.1517,12.0,152.04,ACTUAL,0,
ACC00786,RES,TX,2025-04,30,20827,21733,906.1,0.1517,12.0,160.3,ACTUAL,0,
ACC00786,RES,TX,2025-05,31,21733,22707,363.7,0.1517,12.0,71.54,ESTIMATED,1,ESTIMATED_CATCHUP
ACC00786,RES,TX,2025-06,30,22707,24020,1313.6,0.1517,12.0,227.0,ACTUAL,0,
ACC00786,RES,TX,2025-07,31,24020,25779,1759.6,0.1517,12.0,300.0,ACTUAL,0,
ACC00786,RES,TX,2025-08,31,25779,27343,1564.5,0.1517,12.0,268.06,ACTUAL,0,
ACC00786,RES,TX,2025-09,30,27343,28698,1355.6,0.1517,12.0,233.88,ACTUAL,0,
ACC00786,RES,TX,2025-10,31,28698,29849,1151.9,0.1517,12.0,200.54,ACTUAL,0,
ACC00786,RES,TX,2025-11,30,29849,30834,985.2,0.1517,12.0,173.25,ACTUAL,0,
ACC00786,RES,TX,2025-12,31,30834,31915,1081.8,0.1517,12.0,189.06,ACTUAL,0,
ACC00786,RES,TX,2026-01,31,31915,33016,1101.9,0.1517,12.0,192.36,ACTUAL,0,
ACC00786,RES,TX,2026-02,28,33016,33963,947.7,0.1517,12.0,167.12,ACTUAL,0,
ACC00786,RES,TX,2026-03,31,33963,34896,933.8,0.1517,12.0,164.85,ACTUAL,0,
ACC00786,RES,TX,2026-04,30,34896,38781,3885.5,0.1517,12.0,648.06,ACTUAL,1,USAGE_SPIKE
ACC00786,RES,TX,2026-05,31,35873,37049,1176.3,0.1517,12.0,204.53,ACTUAL,0,
ACC00786,RES,TX,2026-06,30,37049,38521,1472.8,0.1517,12.0,253.06,ACTUAL,0,
ACC00787,RES,AZ,2024-07,31,28548,31158,2610.6,0.1396,12.0,407.78,ACTUAL,0,
ACC00787,RES,AZ,2024-08,31,31158,33482,2324.4,0.1396,12.0,364.39,ACTUAL,0,
ACC00787,RES,AZ,2024-09,30,33482,35277,1795.9,0.1396,12.0,284.27,ACTUAL,0,
ACC00787,RES,AZ,2024-10,31,35277,36752,1475.2,0.1396,12.0,235.65,ACTUAL,0,
ACC00787,RES,AZ,2024-11,30,36752,38093,1341.1,0.1396,12.0,215.31,ACTUAL,0,
ACC00787,RES,AZ,2024-12,31,38093,39444,1351.2,0.1396,12.0,216.84,ACTUAL,0,
ACC00787,RES,AZ,2025-01,31,39444,40924,1480.1,0.1396,12.0,236.4,ACTUAL,0,
ACC00787,RES,AZ,2025-02,28,40924,42356,1433.0,0.1396,12.0,229.24,ACTUAL,0,
ACC00787,RES,AZ,2025-03,31,42356,43525,1169.5,0.1396,12.0,189.3,ACTUAL,0,
ACC00787,RES,AZ,2025-04,30,43525,44907,1382.5,0.1396,12.0,221.6,ACTUAL,0,
ACC00787,RES,AZ,2025-05,31,44907,46141,1234.4,0.1396,12.0,199.14,ACTUAL,0,
ACC00787,RES,AZ,2025-06,30,46141,47953,1812.8,0.1396,12.0,286.83,ACTUAL,0,
ACC00787,RES,AZ,2025-07,31,47953,50394,2441.4,0.1396,12.0,382.12,ACTUAL,0,
ACC00787,RES,AZ,2025-08,31,50394,52740,2346.3,0.1396,12.0,367.7,ACTUAL,0,
ACC00787,RES,AZ,2025-09,30,52740,54544,1804.3,0.1396,12.0,285.54,ACTUAL,0,
ACC00787,RES,AZ,2025-10,31,54544,56260,1716.3,0.1396,12.0,272.2,ACTUAL,0,
ACC00787,RES,AZ,2025-11,30,56260,57565,1305.8,0.1396,12.0,209.96,ACTUAL,0,
ACC00787,RES,AZ,2025-12,31,57565,58738,1173.1,0.1396,12.0,189.84,ACTUAL,0,
ACC00787,RES,AZ,2026-01,31,58738,60226,1488.2,0.1396,12.0,237.61,ACTUAL,0,
ACC00787,RES,AZ,2026-02,28,60226,61414,1188.3,0.1396,12.0,192.15,ACTUAL,0,
ACC00787,RES,AZ,2026-03,31,61414,62618,1204.8,0.1396,12.0,194.65,ACTUAL,0,
ACC00787,RES,AZ,2026-04,30,62618,63953,1335.2,0.1396,12.0,214.42,ACTUAL,0,
ACC00787,RES,AZ,2026-05,31,63953,65346,1393.7,0.1396,12.0,223.29,ACTUAL,0,
ACC00787,RES,AZ,2026-06,30,65346,67277,1931.4,0.1396,12.0,304.81,ACTUAL,0,
ACC00788,RES,IL,2024-07,31,14766,16373,1607.5,0.1428,12.0,260.86,ACTUAL,0,
ACC00788,RES,IL,2024-08,31,16373,18268,1895.4,0.1428,12.0,566.6,ACTUAL,1,CALC_MISMATCH
ACC00788,RES,IL,2024-09,30,18268,19660,1392.2,0.1428,12.0,227.53,ACTUAL,0,
ACC00788,RES,IL,2024-10,31,19660,21281,1621.1,0.1428,12.0,262.96,ACTUAL,0,
ACC00788,RES,IL,2024-11,30,21281,22688,1407.6,0.1428,12.0,229.92,ACTUAL,0,
ACC00788,RES,IL,2024-12,31,22688,24432,1744.2,0.1428,12.0,282.02,ACTUAL,0,
ACC00788,RES,IL,2025-01,31,24432,25930,1498.4,0.1428,12.0,243.97,ACTUAL,0,
ACC00788,RES,IL,2025-02,28,25930,27717,1787.3,0.1428,12.0,288.69,ACTUAL,0,
ACC00788,RES,IL,2025-03,31,27717,29042,1325.2,0.1428,12.0,217.16,ACTUAL,0,
ACC00788,RES,IL,2025-04,30,29042,30217,1175.1,0.1428,12.0,193.92,ACTUAL,0,
ACC00788,RES,IL,2025-05,31,30217,31648,1431.3,0.1428,12.0,233.58,ACTUAL,0,
ACC00788,RES,IL,2025-06,30,31648,33402,1754.6,0.1428,12.0,283.63,ACTUAL,0,
ACC00788,RES,IL,2025-07,31,33402,35285,1883.7,0.1428,12.0,303.62,ACTUAL,0,
ACC00788,RES,IL,2025-08,31,35285,37223,1938.6,0.1428,12.0,312.11,ACTUAL,0,
ACC00788,RES,IL,2025-09,30,37223,38937,1714.4,0.1428,12.0,277.41,ACTUAL,0,
ACC00788,RES,IL,2025-10,31,38937,40307,1370.2,0.1428,12.0,224.12,ACTUAL,0,
ACC00788,RES,IL,2025-11,30,40307,41859,1553.0,0.1428,12.0,252.42,ACTUAL,0,
ACC00788,RES,IL,2025-12,31,41859,43424,1565.4,0.1428,12.0,254.34,ACTUAL,0,
ACC00788,RES,IL,2026-01,31,43424,44939,1515.2,0.1428,12.0,246.58,ACTUAL,0,
ACC00788,RES,IL,2026-02,28,44939,46510,1571.0,0.1428,12.0,255.21,ACTUAL,0,
ACC00788,RES,IL,2026-03,31,46510,46510,0.0,0.1428,12.0,12.0,ACTUAL,1,ZERO_USAGE_TAMPER
ACC00788,RES,IL,2026-04,30,47938,49465,1527.4,0.1428,12.0,248.46,ACTUAL,0,
ACC00788,RES,IL,2026-05,31,49465,50832,1367.6,0.1428,12.0,223.73,ACTUAL,0,
ACC00788,RES,IL,2026-06,30,50832,52357,1525.2,0.1428,12.0,248.11,ACTUAL,0,
ACC00789,RES,TX,2024-07,31,27349,28506,1157.6,0.1479,12.0,197.06,ACTUAL,0,
ACC00789,RES,TX,2024-08,31,28506,29919,1413.3,0.1479,12.0,237.95,ACTUAL,0,
ACC00789,RES,TX,2024-09,30,29919,30896,977.4,0.1479,12.0,168.27,ACTUAL,0,
ACC00789,RES,TX,2024-10,31,30896,31821,925.1,0.1479,12.0,159.9,ACTUAL,0,
ACC00789,RES,TX,2024-11,30,31821,32532,711.7,0.1479,12.0,125.79,ACTUAL,0,
ACC00789,RES,TX,2024-12,31,32532,33368,837.0,0.1479,12.0,145.81,ACTUAL,0,
ACC00789,RES,TX,2025-01,31,33368,34213,845.2,0.1479,12.0,147.12,ACTUAL,0,
ACC00789,RES,TX,2025-02,28,34213,35090,877.2,0.1479,12.0,152.25,ACTUAL,0,
ACC00789,RES,TX,2025-03,31,35090,35897,807.9,0.1479,12.0,141.16,ACTUAL,0,
ACC00789,RES,TX,2025-04,30,35897,36630,733.5,0.2869,12.0,231.24,ACTUAL,1,WRONG_RATE
ACC00789,RES,TX,2025-05,31,36630,37412,782.4,0.1479,12.0,137.09,ACTUAL,0,
ACC00789,RES,TX,2025-06,30,37412,38568,1156.8,0.1479,12.0,196.93,ACTUAL,0,
ACC00789,RES,TX,2025-07,31,38568,39731,1163.6,0.1479,12.0,198.03,ACTUAL,0,
ACC00789,RES,TX,2025-08,31,39731,40735,1004.5,0.1479,12.0,172.59,ACTUAL,0,
ACC00789,RES,TX,2025-09,30,40735,41612,877.2,0.1479,12.0,152.24,ACTUAL,0,
ACC00789,RES,TX,2025-10,31,41612,39781,-1831.0,0.1479,12.0,128.69,ACTUAL,1,NEGATIVE_READ_ROLLBACK
ACC00789,RES,TX,2025-11,30,42341,43153,812.7,0.1479,12.0,141.93,ACTUAL,0,
ACC00789,RES,TX,2025-12,31,43153,44099,946.9,0.1479,12.0,163.38,ACTUAL,0,
ACC00789,RES,TX,2026-01,31,44099,44791,692.7,0.1479,12.0,122.74,ACTUAL,0,
ACC00789,RES,TX,2026-02,28,44791,45539,748.5,0.1479,12.0,131.66,ACTUAL,0,
ACC00789,RES,TX,2026-03,31,45539,46287,748.5,0.1479,12.0,131.66,ACTUAL,0,
ACC00789,RES,TX,2026-04,30,46287,47105,818.8,0.1479,12.0,142.91,ACTUAL,0,
ACC00789,RES,TX,2026-05,31,47105,47871,766.0,0.1479,12.0,134.47,ACTUAL,0,
ACC00789,RES,TX,2026-06,30,47871,48943,1072.1,0.1479,12.0,183.39,ACTUAL,0,
ACC00790,RES,TX,2024-07,31,34681,36880,867.1,0.141,12.0,144.67,ESTIMATED,1,ESTIMATED_CATCHUP
ACC00790,RES,TX,2024-08,31,36880,39594,2714.4,0.2553,12.0,737.55,ACTUAL,1,WRONG_RATE
ACC00790,RES,TX,2024-09,30,39594,41501,1907.8,0.141,12.0,303.82,ACTUAL,0,
ACC00790,RES,TX,2024-10,31,41501,43078,1577.8,0.141,12.0,253.34,ACTUAL,0,
ACC00790,RES,TX,2024-11,30,43078,44507,1429.4,0.141,12.0,230.65,ACTUAL,0,
ACC00790,RES,TX,2024-12,31,44507,45930,1423.4,0.141,12.0,229.72,ACTUAL,0,
ACC00790,RES,TX,2025-01,31,45930,47560,1630.2,0.141,12.0,261.37,ACTUAL,0,
ACC00790,RES,TX,2025-02,28,47560,48885,1325.9,0.141,12.0,214.81,ACTUAL,0,
ACC00790,RES,TX,2025-03,31,48885,50027,1142.4,0.141,12.0,186.75,ACTUAL,0,
ACC00790,RES,TX,2025-04,30,50027,51344,1317.8,0.141,12.0,213.57,ACTUAL,0,
ACC00790,RES,TX,2025-05,31,51344,52937,1594.0,0.141,12.0,255.82,ACTUAL,0,
ACC00790,RES,TX,2025-06,30,52937,54723,1786.6,0.2935,12.0,557.85,ACTUAL,1,WRONG_RATE
ACC00790,RES,TX,2025-07,31,54723,57000,2277.6,0.141,12.0,360.39,ACTUAL,0,
ACC00790,RES,TX,2025-08,31,57000,59026,2026.6,0.141,12.0,321.99,ACTUAL,0,
ACC00790,RES,TX,2025-09,30,59026,61072,2046.3,0.141,12.0,325.01,ACTUAL,0,
ACC00790,RES,TX,2025-10,31,61072,62686,1614.1,0.141,12.0,258.9,ACTUAL,0,
ACC00790,RES,TX,2025-11,30,62686,64108,1422.1,0.141,12.0,229.53,ACTUAL,0,
ACC00790,RES,TX,2025-12,31,64108,65600,1492.1,0.141,12.0,240.23,ACTUAL,0,
ACC00790,RES,TX,2026-01,31,65600,66946,1346.2,0.141,12.0,217.92,ACTUAL,0,
ACC00790,RES,TX,2026-02,28,66946,68249,1303.7,0.141,12.0,211.42,ACTUAL,0,
ACC00790,RES,TX,2026-03,31,68249,69596,1347.0,0.141,12.0,218.04,ACTUAL,0,
ACC00790,RES,TX,2026-04,30,69596,70984,1388.6,0.141,12.0,224.41,ACTUAL,0,
ACC00790,RES,TX,2026-05,31,70984,72547,1563.9,0.141,12.0,251.22,ACTUAL,0,
ACC00790,RES,TX,2026-06,30,72547,74366,1819.2,0.141,12.0,290.28,ACTUAL,0,
ACC00791,RES,FL,2024-07,31,26465,28125,1660.1,0.1425,12.0,268.41,ACTUAL,0,
ACC00791,RES,FL,2024-08,31,28125,29871,1746.1,0.1425,12.0,281.71,ACTUAL,0,
ACC00791,RES,FL,2024-09,30,29871,31178,1307.3,0.1425,12.0,213.92,ACTUAL,0,
ACC00791,RES,FL,2024-10,31,31178,32275,1097.5,0.1425,12.0,181.52,ACTUAL,0,
ACC00791,RES,FL,2024-11,30,32275,33249,974.8,0.1425,12.0,162.56,ACTUAL,0,
ACC00791,RES,FL,2024-12,31,33249,34266,1017.4,0.1425,12.0,169.15,ACTUAL,0,
ACC00791,RES,FL,2025-01,31,34266,35338,1072.1,0.1425,12.0,177.59,ACTUAL,0,
ACC00791,RES,FL,2025-02,28,35338,36497,1159.3,0.1425,12.0,191.06,ACTUAL,0,
ACC00791,RES,FL,2025-03,31,36497,37516,1019.2,0.1425,12.0,169.42,ACTUAL,0,
ACC00791,RES,FL,2025-04,30,37516,38508,992.6,0.1425,12.0,245.19,ACTUAL,1,CALC_MISMATCH
ACC00791,RES,FL,2025-05,31,38508,39514,1006.7,0.1425,12.0,167.5,ACTUAL,0,
ACC00791,RES,FL,2025-06,30,39514,40728,1214.0,0.1425,12.0,199.52,ACTUAL,0,
ACC00791,RES,FL,2025-07,31,40728,42343,1615.5,0.1425,12.0,261.53,ACTUAL,0,
ACC00791,RES,FL,2025-08,31,42343,44066,1723.9,0.1425,12.0,278.28,ACTUAL,0,
ACC00791,RES,FL,2025-09,30,44066,45564,1498.2,0.1425,12.0,243.41,ACTUAL,0,
ACC00791,RES,FL,2025-10,31,45564,46424,860.8,0.1425,12.0,144.97,ACTUAL,0,
ACC00791,RES,FL,2025-11,30,46424,47609,1185.2,0.1425,12.0,195.07,ACTUAL,0,
ACC00791,RES,FL,2025-12,31,47609,48671,1062.1,0.1425,12.0,176.05,ACTUAL,0,
ACC00791,RES,FL,2026-01,31,48671,49805,1134.6,0.1425,12.0,187.26,ACTUAL,0,
ACC00791,RES,FL,2026-02,28,49805,50683,878.2,0.1425,12.0,147.65,ACTUAL,0,
ACC00791,RES,FL,2026-03,31,50683,51614,931.6,0.1425,12.0,155.9,ACTUAL,0,
ACC00791,RES,FL,2026-04,30,51614,52606,992.4,0.1425,12.0,165.29,ACTUAL,0,
ACC00791,RES,FL,2026-05,31,52606,53552,946.5,0.1425,12.0,158.19,ACTUAL,0,
ACC00791,RES,FL,2026-06,30,53552,54557,1005.8,0.1425,12.0,167.35,ACTUAL,0,
ACC00792,RES,AZ,2024-07,31,22363,23908,1545.3,0.1381,12.0,243.94,ACTUAL,0,
ACC00792,RES,AZ,2024-08,31,23908,25408,1500.1,0.1381,12.0,237.15,ACTUAL,0,
ACC00792,RES,AZ,2024-09,30,25408,26802,1394.4,0.1381,12.0,221.28,ACTUAL,0,
ACC00792,RES,AZ,2024-10,31,26802,27787,985.3,0.1381,12.0,159.88,ACTUAL,0,
ACC00792,RES,AZ,2024-11,30,27787,28691,904.7,0.1381,12.0,147.78,ACTUAL,0,
ACC00792,RES,AZ,2024-12,31,28691,29683,992.6,0.1381,12.0,160.98,ACTUAL,0,
ACC00792,RES,AZ,2025-01,31,29683,30729,1046.6,0.1381,12.0,169.08,ACTUAL,0,
ACC00792,RES,AZ,2025-02,28,30729,31608,879.6,0.1381,12.0,144.02,ACTUAL,0,
ACC00792,RES,AZ,2025-03,31,31608,32542,934.4,0.1381,12.0,152.24,ACTUAL,0,
ACC00792,RES,AZ,2025-04,30,32542,33362,820.4,0.1381,12.0,135.12,ACTUAL,0,
ACC00792,RES,AZ,2025-05,31,33362,34337,975.3,0.1381,12.0,158.38,ACTUAL,0,
ACC00792,RES,AZ,2025-06,30,34337,35646,1309.0,0.1381,12.0,208.47,ACTUAL,0,
ACC00792,RES,AZ,2025-07,31,35646,37252,1606.7,0.1381,12.0,253.15,ACTUAL,0,
ACC00792,RES,AZ,2025-08,31,37252,38796,1544.5,0.1381,12.0,243.8,ACTUAL,0,
ACC00792,RES,AZ,2025-09,30,38796,39938,1142.1,0.1381,12.0,183.42,ACTUAL,0,
ACC00792,RES,AZ,2025-10,31,39938,40786,848.7,0.1381,12.0,139.39,ACTUAL,0,
ACC00792,RES,AZ,2025-11,30,40786,41683,897.3,0.1381,12.0,146.67,ACTUAL,0,
ACC00792,RES,AZ,2025-12,31,41683,42696,1013.2,0.1381,12.0,164.07,ACTUAL,0,
ACC00792,RES,AZ,2026-01,31,42696,43697,1001.5,0.1381,12.0,162.31,ACTUAL,0,
ACC00792,RES,AZ,2026-02,28,43697,44647,950.6,0.1381,12.0,154.67,ACTUAL,0,
ACC00792,RES,AZ,2026-03,31,44647,45515,868.3,0.1381,12.0,142.32,ACTUAL,0,
ACC00792,RES,AZ,2026-04,30,45515,46392,877.3,0.1381,12.0,143.66,ACTUAL,0,
ACC00792,RES,AZ,2026-05,31,46392,47288,896.5,0.1381,12.0,146.56,ACTUAL,0,
ACC00792,RES,AZ,2026-06,30,47288,48607,1319.9,0.1381,12.0,210.1,ACTUAL,0,
ACC00793,RES,OH,2024-07,31,22487,24181,1694.3,0.14,12.0,269.5,ACTUAL,0,
ACC00793,RES,OH,2024-08,31,24181,25724,1543.5,0.14,12.0,246.57,ACTUAL,0,
ACC00793,RES,OH,2024-09,30,25724,27216,1492.5,0.14,12.0,238.83,ACTUAL,0,
ACC00793,RES,OH,2024-10,31,27216,28349,1133.1,0.14,12.0,184.21,ACTUAL,0,
ACC00793,RES,OH,2024-11,30,28349,29678,1329.6,0.14,12.0,214.06,ACTUAL,0,
ACC00793,RES,OH,2024-12,31,29678,31055,1377.0,0.14,12.0,221.28,ACTUAL,0,
ACC00793,RES,OH,2025-01,31,31055,32638,1583.9,0.14,12.0,462.16,ACTUAL,1,CALC_MISMATCH
ACC00793,RES,OH,2025-02,28,32638,34003,1365.2,0.14,12.0,219.48,ACTUAL,0,
ACC00793,RES,OH,2025-03,31,34003,35377,1374.9,0.14,12.0,220.95,ACTUAL,0,
ACC00793,RES,OH,2025-04,30,35377,36567,1190.5,0.14,12.0,192.93,ACTUAL,0,
ACC00793,RES,OH,2025-05,31,36567,37610,1044.0,0.14,12.0,170.66,ACTUAL,0,
ACC00793,RES,OH,2025-06,30,37610,39014,1404.6,0.14,12.0,225.47,ACTUAL,0,
ACC00793,RES,OH,2025-07,31,39014,40625,1611.9,0.14,12.0,256.97,ACTUAL,0,
ACC00793,RES,OH,2025-08,31,40625,42232,1607.8,0.14,12.0,256.35,ACTUAL,0,
ACC00793,RES,OH,2025-09,30,42232,43693,1461.3,0.14,12.0,234.08,ACTUAL,0,
ACC00793,RES,OH,2025-10,31,43693,44953,1260.3,0.14,12.0,203.53,ACTUAL,0,
ACC00793,RES,OH,2025-11,30,44953,46229,1276.7,0.14,12.0,206.04,ACTUAL,0,
ACC00793,RES,OH,2025-12,31,46229,47495,1266.4,0.14,12.0,204.47,ACTUAL,0,
ACC00793,RES,OH,2026-01,31,47495,48704,1209.1,0.14,12.0,195.75,ACTUAL,0,
ACC00793,RES,OH,2026-02,28,48704,48704,0.0,0.14,12.0,12.0,ACTUAL,1,ZERO_USAGE_TAMPER
ACC00793,RES,OH,2026-03,31,50079,51287,1208.9,0.14,12.0,195.72,ACTUAL,0,
ACC00793,RES,OH,2026-04,30,51287,59114,7827.2,0.14,12.0,1201.73,ACTUAL,1,USAGE_SPIKE
ACC00793,RES,OH,2026-05,31,52622,53676,1054.6,0.14,12.0,172.28,ACTUAL,0,
ACC00793,RES,OH,2026-06,30,53676,55139,1463.7,0.14,12.0,234.45,ACTUAL,0,
ACC00794,RES,FL,2024-07,31,21994,24869,2875.8,0.1459,12.0,466.1,ACTUAL,0,
ACC00794,RES,FL,2024-08,31,24869,27293,937.0,0.1459,12.0,159.95,ESTIMATED,1,ESTIMATED_CATCHUP
ACC00794,RES,FL,2024-09,30,27293,29358,2065.8,0.1459,12.0,338.19,ACTUAL,0,
ACC00794,RES,FL,2024-10,31,29358,31096,1738.0,0.1459,12.0,286.44,ACTUAL,0,
ACC00794,RES,FL,2024-11,30,31096,32714,1618.3,0.1459,12.0,267.54,ACTUAL,0,
ACC00794,RES,FL,2024-12,31,32714,34274,1560.2,0.1459,12.0,258.36,ACTUAL,0,
ACC00794,RES,FL,2025-01,31,34274,35800,1526.0,0.1459,12.0,252.96,ACTUAL,0,
ACC00794,RES,FL,2025-02,28,35800,37484,1684.7,0.1459,12.0,278.01,ACTUAL,0,
ACC00794,RES,FL,2025-03,31,37484,38746,1262.8,0.1459,12.0,211.4,ACTUAL,0,
ACC00794,RES,FL,2025-04,30,38746,40304,1558.5,0.1459,12.0,258.1,ACTUAL,0,
ACC00794,RES,FL,2025-05,31,40304,41891,1588.0,0.1459,12.0,262.75,ACTUAL,0,
ACC00794,RES,FL,2025-06,30,41891,43944,2053.2,0.1459,12.0,336.21,ACTUAL,0,
ACC00794,RES,FL,2025-07,31,43944,46299,2355.2,0.1459,12.0,383.89,ACTUAL,0,
ACC00794,RES,FL,2025-08,31,46299,49041,2742.2,0.1459,12.0,445.0,ACTUAL,0,
ACC00794,RES,FL,2025-09,30,49041,51148,2107.4,0.1459,12.0,344.76,ACTUAL,0,
ACC00794,RES,FL,2025-10,31,51148,52785,1637.4,0.1459,12.0,270.56,ACTUAL,0,
ACC00794,RES,FL,2025-11,30,52785,54297,1512.0,0.1459,12.0,250.75,ACTUAL,0,
ACC00794,RES,FL,2025-12,31,54297,55890,1593.8,0.1459,12.0,263.66,ACTUAL,0,
ACC00794,RES,FL,2026-01,31,55890,57868,1978.2,0.1459,12.0,324.36,ACTUAL,0,
ACC00794,RES,FL,2026-02,28,57868,59300,1432.4,0.1459,12.0,238.18,ACTUAL,0,
ACC00794,RES,FL,2026-03,31,59300,60919,1619.4,0.1459,12.0,267.71,ACTUAL,0,
ACC00794,RES,FL,2026-04,30,60919,62446,1527.7,0.1459,12.0,253.22,ACTUAL,0,
ACC00794,RES,FL,2026-05,31,62446,64287,1841.3,0.1459,12.0,302.75,ACTUAL,0,
